SCHOOL,STATE,CITY,PROGRAM,TYPE,DEPARTMENT,DELIVERY,DURATION,PREREQ,LINK,LOC_LAT,LOC_LONG,WORLD_RANK,COUNTRY,TEACHING,INTERNATIONAL,RESEARCH,CITATIONS,INCOME,TOTAL_SCORE,NUM_STUDENTS,STUDENT_STAFF_RATIO,INTERNATIONAL_STUDENTS,F_M_RATIO,YEAR
University of Michigan,Michigan,Ann Arbor,Graduate Data Science (DS) Certificate Program,C,Trans-Disciplinary,Campus,12 credit hours,Not Available,http://midas.umich.edu/certificate/,42.2762,-83.7431,NA,NA,77,49.8,86.5,88.9,55.7,80.9,41786,9,16%,48:52:00,2015
University of Michigan,Michigan,Ann Arbor,Graduate Data Science (DS) Certificate Program,C,Trans-Disciplinary,Campus,12 credit hours,Not Available,http://midas.umich.edu/certificate/,42.2762,-83.7431,NA,NA,70,49.5,86.2,90.8,53.5,79.2,41786,9,16%,48:52:00,2014
University of Michigan,Michigan,Ann Arbor,Graduate Data Science (DS) Certificate Program,C,Trans-Disciplinary,Campus,12 credit hours,Not Available,http://midas.umich.edu/certificate/,42.2762,-83.7431,NA,NA,76.1,47.6,91.4,91.6,53.9,82.6,41786,9,16%,48:52:00,2013
University of Michigan,Michigan,Ann Arbor,Graduate Data Science (DS) Certificate Program,C,Trans-Disciplinary,Campus,12 credit hours,Not Available,http://midas.umich.edu/certificate/,42.2762,-83.7431,NA,NA,75.4,47.2,90,94.3,53.3,82.8,41786,9,16%,48:52:00,2012
University of Michigan,Michigan,Ann Arbor,Graduate Data Science (DS) Certificate Program,C,Trans-Disciplinary,Campus,12 credit hours,Not Available,http://midas.umich.edu/certificate/,42.2762,-83.7431,NA,NA,83.9,53.3,89.1,84.1,59.6,83.4,41786,9,16%,48:52:00,2011
University of Minnesota,Minnesota,Minneapolis,"Master of Science in Business Analytics (MSBA) - part-time, Master of Science in Business Analytics (MSBA) - full-time, Master's of Science in Data Science",M,Carlson School of Management,Campus,"45 credits, 3 years",math,http://carlsonschool.umn.edu/degrees/master-science-in-business-analytics/admissions,44.9779,-93.2354,NA,NA,53.5,35.3,61,88,98.5,65.9,46825,18,13%,133:40:00,2016
University of Minnesota,Minnesota,Minneapolis,"Master of Science in Business Analytics (MSBA) - part-time, Master of Science in Business Analytics (MSBA) - full-time, Master's of Science in Data Science",M,Carlson School of Management,Campus,"45 credits, 3 years",math,http://carlsonschool.umn.edu/degrees/master-science-in-business-analytics/admissions,44.9779,-93.2354,NA,NA,59.9,33.8,64.7,82.9,-,65.9,46825,18,13%,52:48:00,2015
University of Minnesota,Minnesota,Minneapolis,"Master of Science in Business Analytics (MSBA) - part-time, Master of Science in Business Analytics (MSBA) - full-time, Master's of Science in Data Science",M,Carlson School of Management,Campus,"45 credits, 3 years",math,http://carlsonschool.umn.edu/degrees/master-science-in-business-analytics/admissions,44.9779,-93.2354,NA,NA,61.4,31.7,62.7,81.2,-,64.9,46825,18,13%,52:48:00,2014
University of Minnesota,Minnesota,Minneapolis,"Master of Science in Business Analytics (MSBA) - part-time, Master of Science in Business Analytics (MSBA) - full-time, Master's of Science in Data Science",M,Carlson School of Management,Campus,"45 credits, 3 years",math,http://carlsonschool.umn.edu/degrees/master-science-in-business-analytics/admissions,44.9779,-93.2354,NA,NA,66.1,28.7,74,84.7,-,70.5,46825,18,13%,52:48:00,2013
University of Minnesota,Minnesota,Minneapolis,"Master of Science in Business Analytics (MSBA) - part-time, Master of Science in Business Analytics (MSBA) - full-time, Master's of Science in Data Science",M,Carlson School of Management,Campus,"45 credits, 3 years",math,http://carlsonschool.umn.edu/degrees/master-science-in-business-analytics/admissions,44.9779,-93.2354,NA,NA,66.1,25.6,72.5,85.4,-,70,46825,18,13%,52:48:00,2012
University of Minnesota,Minnesota,Minneapolis,"Master of Science in Business Analytics (MSBA) - part-time, Master of Science in Business Analytics (MSBA) - full-time, Master's of Science in Data Science",M,Carlson School of Management,Campus,"45 credits, 3 years",math,http://carlsonschool.umn.edu/degrees/master-science-in-business-analytics/admissions,44.9779,-93.2354,NA,NA,57.6,23,69.1,76.4,-,65.6,46825,18,13%,52:48:00,2011
University of Nebraska-Lincoln,Nebraska,Lincoln,Business Analytics Graduate Certificate,C,College of Business Administration,Online,12 credits,statistics,http://cba.unl.edu/academic-programs/programs-and-degrees/business-analytics/,40.8223,-96.7022,301-350,United States of America,30.1,45.8,30.2,53.5,35.6,-,21789,16.4,9%,134:40:00,2016
University of Nebraska-Lincoln,Nebraska,Lincoln,Business Analytics Graduate Certificate,C,College of Business Administration,Online,12 credits,statistics,http://cba.unl.edu/academic-programs/programs-and-degrees/business-analytics/,40.8223,-96.7022,301-350,United States of America,31,47.8,24.4,57.5,35,-,21789,16.4,9%,46:54:00,2015
University of Nebraska-Lincoln,Nebraska,Lincoln,Business Analytics Graduate Certificate,C,College of Business Administration,Online,12 credits,statistics,http://cba.unl.edu/academic-programs/programs-and-degrees/business-analytics/,40.8223,-96.7022,301-350,United States of America,32.6,42,30,52.4,34.2,-,21789,16.4,9%,46:54:00,2014
University of Nebraska-Lincoln,Nebraska,Lincoln,Business Analytics Graduate Certificate,C,College of Business Administration,Online,12 credits,statistics,http://cba.unl.edu/academic-programs/programs-and-degrees/business-analytics/,40.8223,-96.7022,301-350,United States of America,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2013
University of Nebraska-Lincoln,Nebraska,Lincoln,Business Analytics Graduate Certificate,C,College of Business Administration,Online,12 credits,statistics,http://cba.unl.edu/academic-programs/programs-and-degrees/business-analytics/,40.8223,-96.7022,301-350,United States of America,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2012
University of Nebraska-Lincoln,Nebraska,Lincoln,Business Analytics Graduate Certificate,C,College of Business Administration,Online,12 credits,statistics,http://cba.unl.edu/academic-programs/programs-and-degrees/business-analytics/,40.8223,-96.7022,301-350,United States of America,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2011
University of North Carolina at Chapel Hill,North Carolina,Chapel Hill,Graduate Certificate in Public Health Informatics,C,Gillings School of Global Public Health and School of Information and Library Science,Campus,12 credit hours,Not Available,http://sph.unc.edu/hpm/hpm-degrees-and-certificates/hpm-phi-overview/,35.9122,-79.051,30,United States of America,58,39,54.5,95.9,39.4,66.4,26518,7.3,8%,135:40:00,2016
University of North Carolina at Chapel Hill,North Carolina,Chapel Hill,Graduate Certificate in Public Health Informatics,C,Gillings School of Global Public Health and School of Information and Library Science,Campus,12 credit hours,Not Available,http://sph.unc.edu/hpm/hpm-degrees-and-certificates/hpm-phi-overview/,35.9122,-79.051,30,United States of America,57.9,35.3,58.6,91,40.5,65.9,26518,7.3,8%,58:42:00,2015
University of North Carolina at Chapel Hill,North Carolina,Chapel Hill,Graduate Certificate in Public Health Informatics,C,Gillings School of Global Public Health and School of Information and Library Science,Campus,12 credit hours,Not Available,http://sph.unc.edu/hpm/hpm-degrees-and-certificates/hpm-phi-overview/,35.9122,-79.051,30,United States of America,57.6,35,55.3,90.2,39.1,64.5,26518,7.3,8%,58:42:00,2014
University of North Carolina at Chapel Hill,North Carolina,Chapel Hill,Graduate Certificate in Public Health Informatics,C,Gillings School of Global Public Health and School of Information and Library Science,Campus,12 credit hours,Not Available,http://sph.unc.edu/hpm/hpm-degrees-and-certificates/hpm-phi-overview/,35.9122,-79.051,30,United States of America,70.4,32.9,69.3,90.1,40,72.4,26518,7.3,8%,58:42:00,2013
University of North Carolina at Chapel Hill,North Carolina,Chapel Hill,Graduate Certificate in Public Health Informatics,C,Gillings School of Global Public Health and School of Information and Library Science,Campus,12 credit hours,Not Available,http://sph.unc.edu/hpm/hpm-degrees-and-certificates/hpm-phi-overview/,35.9122,-79.051,30,United States of America,67.6,20.2,62.6,92.6,35.5,69.3,26518,7.3,8%,58:42:00,2012
University of North Carolina at Chapel Hill,North Carolina,Chapel Hill,Graduate Certificate in Public Health Informatics,C,Gillings School of Global Public Health and School of Information and Library Science,Campus,12 credit hours,Not Available,http://sph.unc.edu/hpm/hpm-degrees-and-certificates/hpm-phi-overview/,35.9122,-79.051,30,United States of America,70.9,21.5,75.1,85,50.2,73.8,26518,7.3,8%,58:42:00,2011
University of North Carolina at Greensboro,North Carolina,Greensboro,Graduate Certificate in Business Analytics,C,UNCG Bryan School of Business and Economics,Online,15 credit hours,Not Available,http://bae.uncg.edu/isscm/graduate/certificates/graduate-certificate-in-business-analytics-2/,36.0675,-79.8098,501-600,United States of America,18.2,17.4,15.3,43.1,28.9,-,16446,19.2,2%,136:40:00,2016
University of North Carolina at Greensboro,North Carolina,Greensboro,Graduate Certificate in Business Analytics,C,UNCG Bryan School of Business and Economics,Online,15 credit hours,Not Available,http://bae.uncg.edu/isscm/graduate/certificates/graduate-certificate-in-business-analytics-2/,36.0675,-79.8098,501-600,United States of America,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2015
University of North Carolina at Greensboro,North Carolina,Greensboro,Graduate Certificate in Business Analytics,C,UNCG Bryan School of Business and Economics,Online,15 credit hours,Not Available,http://bae.uncg.edu/isscm/graduate/certificates/graduate-certificate-in-business-analytics-2/,36.0675,-79.8098,501-600,United States of America,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2014
University of North Carolina at Greensboro,North Carolina,Greensboro,Graduate Certificate in Business Analytics,C,UNCG Bryan School of Business and Economics,Online,15 credit hours,Not Available,http://bae.uncg.edu/isscm/graduate/certificates/graduate-certificate-in-business-analytics-2/,36.0675,-79.8098,501-600,United States of America,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2013
University of North Carolina at Greensboro,North Carolina,Greensboro,Graduate Certificate in Business Analytics,C,UNCG Bryan School of Business and Economics,Online,15 credit hours,Not Available,http://bae.uncg.edu/isscm/graduate/certificates/graduate-certificate-in-business-analytics-2/,36.0675,-79.8098,501-600,United States of America,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2012
University of North Carolina at Greensboro,North Carolina,Greensboro,Graduate Certificate in Business Analytics,C,UNCG Bryan School of Business and Economics,Online,15 credit hours,Not Available,http://bae.uncg.edu/isscm/graduate/certificates/graduate-certificate-in-business-analytics-2/,36.0675,-79.8098,501-600,United States of America,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2011
University of Notre Dame,Indiana,Notre Dame,"Master of Science in Business Analytics, Master of Science in Applied and Computational Mathematics and Statistics with a specialty in Applied Statistics",M,Mendoza College of Business,Campus,30 credit hours,Not Available,http://acms.nd.edu/graduate-programs/professional-master-s-programs/master-of-science-in-applied-statistics/admissions/,41.7031,-86.239,63,United States of America,47.6,47.6,48.1,81.7,33.7,57.6,11829,13.8,10%,137:40:00,2016
University of Notre Dame,Indiana,Notre Dame,"Master of Science in Business Analytics, Master of Science in Applied and Computational Mathematics and Statistics with a specialty in Applied Statistics",M,Mendoza College of Business,Campus,30 credit hours,Not Available,http://acms.nd.edu/graduate-programs/professional-master-s-programs/master-of-science-in-applied-statistics/admissions/,41.7031,-86.239,63,United States of America,43.3,51.4,38.5,90,-,56.5,11829,13.8,10%,44:56:00,2015
University of Notre Dame,Indiana,Notre Dame,"Master of Science in Business Analytics, Master of Science in Applied and Computational Mathematics and Statistics with a specialty in Applied Statistics",M,Mendoza College of Business,Campus,30 credit hours,Not Available,http://acms.nd.edu/graduate-programs/professional-master-s-programs/master-of-science-in-applied-statistics/admissions/,41.7031,-86.239,63,United States of America,41.2,47.5,34.7,91.8,31.2,54.7,11829,13.8,10%,44:56:00,2014
University of Notre Dame,Indiana,Notre Dame,"Master of Science in Business Analytics, Master of Science in Applied and Computational Mathematics and Statistics with a specialty in Applied Statistics",M,Mendoza College of Business,Campus,30 credit hours,Not Available,http://acms.nd.edu/graduate-programs/professional-master-s-programs/master-of-science-in-applied-statistics/admissions/,41.7031,-86.239,63,United States of America,48.3,41.6,39.6,93.5,29.8,58.3,11829,13.8,10%,44:56:00,2013
University of Notre Dame,Indiana,Notre Dame,"Master of Science in Business Analytics, Master of Science in Applied and Computational Mathematics and Statistics with a specialty in Applied Statistics",M,Mendoza College of Business,Campus,30 credit hours,Not Available,http://acms.nd.edu/graduate-programs/professional-master-s-programs/master-of-science-in-applied-statistics/admissions/,41.7031,-86.239,63,United States of America,42.6,33.1,36.2,94.1,27.3,55,11829,13.8,10%,44:56:00,2012
University of Notre Dame,Indiana,Notre Dame,"Master of Science in Business Analytics, Master of Science in Applied and Computational Mathematics and Statistics with a specialty in Applied Statistics",M,Mendoza College of Business,Campus,30 credit hours,Not Available,http://acms.nd.edu/graduate-programs/professional-master-s-programs/master-of-science-in-applied-statistics/admissions/,41.7031,-86.239,63,United States of America,56.4,35.6,45.1,89.1,-,62.8,11829,13.8,10%,44:56:00,2011
